Short Code, Account Type, Available Balance, Currency, Date
100218,Commission Account,0.00,SSP,2019-06-29 03:00:00
100218,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100218,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100260,Commission Account,0.00,SSP,2019-06-29 03:00:00
100260,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100260,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100217,Commission Account,0.00,SSP,2019-06-29 03:00:00
100217,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100217,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
123457,Commission Account,0.00,SSP,2019-06-29 03:00:00
123457,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
123457,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100205,Commission Account,0.00,SSP,2019-06-29 03:00:00
100205,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100205,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100211,Commission Account,0.00,SSP,2019-06-29 03:00:00
100211,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100211,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100212,Commission Account,0.00,SSP,2019-06-29 03:00:00
100212,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100212,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100226,Commission Account,0.00,SSP,2019-06-29 03:00:00
100226,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100226,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100245,Commission Account,0.00,SSP,2019-06-29 03:00:00
100245,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100245,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100257,Commission Account,0.00,SSP,2019-06-29 03:00:00
100257,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100257,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
123456,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
123456,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100207,Commission Account,0.00,SSP,2019-06-29 03:00:00
100207,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100207,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100209,Commission Account,0.00,SSP,2019-06-29 03:00:00
100209,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100209,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100214,Commission Account,0.00,SSP,2019-06-29 03:00:00
100214,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100214,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100220,Commission Account,0.00,SSP,2019-06-29 03:00:00
100220,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100220,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
123456,Commission Account,0.00,SSP,2019-06-29 03:00:00
100206,Commission Account,0.00,SSP,2019-06-29 03:00:00
100206,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100206,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100219,Commission Account,0.00,SSP,2019-06-29 03:00:00
100219,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100219,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100222,Commission Account,0.00,SSP,2019-06-29 03:00:00
100222,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100222,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100253,Commission Account,0.00,SSP,2019-06-29 03:00:00
100253,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100253,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100241,Commission Account,0.00,SSP,2019-06-29 03:00:00
100241,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100241,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100239,Commission Account,0.00,SSP,2019-06-29 03:00:00
100239,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100239,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100249,Commission Account,0.00,SSP,2019-06-29 03:00:00
100249,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100249,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100255,Commission Account,0.00,SSP,2019-06-29 03:00:00
100255,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100255,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100227,Commission Account,0.00,SSP,2019-06-29 03:00:00
100227,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100227,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100252,Commission Account,0.00,SSP,2019-06-29 03:00:00
100252,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100252,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100229,Commission Account,0.00,SSP,2019-06-29 03:00:00
100229,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100229,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100240,Commission Account,0.00,SSP,2019-06-29 03:00:00
100240,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100240,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100244,Commission Account,0.00,SSP,2019-06-29 03:00:00
100244,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100244,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100231,Commission Account,0.00,SSP,2019-06-29 03:00:00
100231,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100231,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100233,Commission Account,0.00,SSP,2019-06-29 03:00:00
100233,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100233,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100254,Commission Account,0.00,SSP,2019-06-29 03:00:00
100254,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100254,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100259,Commission Account,0.00,SSP,2019-06-29 03:00:00
100259,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100259,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100200,Commission Account,0.00,SSP,2019-06-29 03:00:00
100200,Organization eMoney Account (Float Account),200000.00,SSP,2019-06-29 03:00:00
100200,Organization eMoney Account (working Account),398250.00,SSP,2019-06-29 03:00:00
100215,Commission Account,0.00,SSP,2019-06-29 03:00:00
100215,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100215,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100210,Commission Account,0.00,SSP,2019-06-29 03:00:00
100210,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100210,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100223,Commission Account,0.00,SSP,2019-06-29 03:00:00
100223,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100223,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100251,Commission Account,0.00,SSP,2019-06-29 03:00:00
100251,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100251,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100228,Commission Account,0.00,SSP,2019-06-29 03:00:00
100228,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100228,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100235,Commission Account,0.00,SSP,2019-06-29 03:00:00
100235,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100235,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100258,Commission Account,0.00,SSP,2019-06-29 03:00:00
100258,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100258,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100261,Commission Account,0.00,SSP,2019-06-29 03:00:00
100261,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100261,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
100300,Commission Account,0.00,SSP,2019-06-29 03:00:00
100300,Organization eMoney Account (Float Account),0.00,SSP,2019-06-29 03:00:00
100300,Organization eMoney Account (working Account),0.00,SSP,2019-06-29 03:00:00
Short Code, Account Type, Available Balance, Currency, Date
100201,Commission Account,0.00,SSP,2019-06-30 03:00:00
100201,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100201,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100216,Commission Account,0.00,SSP,2019-06-30 03:00:00
100216,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100216,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100208,Commission Account,0.00,SSP,2019-06-30 03:00:00
100208,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100208,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100225,Commission Account,0.00,SSP,2019-06-30 03:00:00
100225,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100225,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100230,Commission Account,0.00,SSP,2019-06-30 03:00:00
100230,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100230,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100242,Commission Account,0.00,SSP,2019-06-30 03:00:00
100242,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100242,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100236,Commission Account,0.00,SSP,2019-06-30 03:00:00
100236,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100236,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100238,Commission Account,0.00,SSP,2019-06-30 03:00:00
100238,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100238,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100246,Commission Account,0.00,SSP,2019-06-30 03:00:00
100246,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100246,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100248,Commission Account,0.00,SSP,2019-06-30 03:00:00
100248,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100248,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100262,Commission Account,0.00,SSP,2019-06-30 03:00:00
100262,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100262,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100202,Commission Account,147.00,SSP,2019-06-30 03:00:00
100202,Organization eMoney Account (Float Account),87710.00,SSP,2019-06-30 03:00:00
100202,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100213,Commission Account,0.00,SSP,2019-06-30 03:00:00
100213,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100213,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100224,Commission Account,0.00,SSP,2019-06-30 03:00:00
100224,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100224,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100247,Commission Account,0.00,SSP,2019-06-30 03:00:00
100247,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100247,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100256,Commission Account,0.00,SSP,2019-06-30 03:00:00
100256,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100256,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100204,Commission Account,0.00,SSP,2019-06-30 03:00:00
100204,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100204,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100263,Commission Account,0.00,SSP,2019-06-30 03:00:00
100263,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100263,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100243,Commission Account,0.00,SSP,2019-06-30 03:00:00
100243,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100243,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100237,Commission Account,0.00,SSP,2019-06-30 03:00:00
100237,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100237,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100232,Commission Account,0.00,SSP,2019-06-30 03:00:00
100232,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100232,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100250,Commission Account,0.00,SSP,2019-06-30 03:00:00
100250,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100250,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100221,Commission Account,0.00,SSP,2019-06-30 03:00:00
100221,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100221,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100218,Commission Account,0.00,SSP,2019-06-30 03:00:00
100218,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100218,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100260,Commission Account,0.00,SSP,2019-06-30 03:00:00
100260,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100260,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100217,Commission Account,0.00,SSP,2019-06-30 03:00:00
100217,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100217,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
123457,Commission Account,0.00,SSP,2019-06-30 03:00:00
123457,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
123457,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100205,Commission Account,0.00,SSP,2019-06-30 03:00:00
100205,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100205,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100211,Commission Account,0.00,SSP,2019-06-30 03:00:00
100211,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100211,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100212,Commission Account,0.00,SSP,2019-06-30 03:00:00
100212,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100212,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100226,Commission Account,0.00,SSP,2019-06-30 03:00:00
100226,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100226,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100245,Commission Account,0.00,SSP,2019-06-30 03:00:00
100245,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100245,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100257,Commission Account,0.00,SSP,2019-06-30 03:00:00
100257,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100257,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
123456,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
123456,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100207,Commission Account,0.00,SSP,2019-06-30 03:00:00
100207,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100207,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100209,Commission Account,0.00,SSP,2019-06-30 03:00:00
100209,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100209,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100214,Commission Account,0.00,SSP,2019-06-30 03:00:00
100214,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100214,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100220,Commission Account,0.00,SSP,2019-06-30 03:00:00
100220,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100220,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
123456,Commission Account,0.00,SSP,2019-06-30 03:00:00
100206,Commission Account,0.00,SSP,2019-06-30 03:00:00
100206,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100206,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100219,Commission Account,0.00,SSP,2019-06-30 03:00:00
100219,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100219,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100222,Commission Account,0.00,SSP,2019-06-30 03:00:00
100222,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100222,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100253,Commission Account,0.00,SSP,2019-06-30 03:00:00
100253,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100253,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100241,Commission Account,0.00,SSP,2019-06-30 03:00:00
100241,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100241,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100239,Commission Account,0.00,SSP,2019-06-30 03:00:00
100239,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100239,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100249,Commission Account,0.00,SSP,2019-06-30 03:00:00
100249,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100249,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100255,Commission Account,0.00,SSP,2019-06-30 03:00:00
100255,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100255,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100227,Commission Account,0.00,SSP,2019-06-30 03:00:00
100227,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100227,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100252,Commission Account,0.00,SSP,2019-06-30 03:00:00
100252,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100252,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100229,Commission Account,0.00,SSP,2019-06-30 03:00:00
100229,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100229,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100240,Commission Account,0.00,SSP,2019-06-30 03:00:00
100240,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100240,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100244,Commission Account,0.00,SSP,2019-06-30 03:00:00
100244,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100244,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100231,Commission Account,0.00,SSP,2019-06-30 03:00:00
100231,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100231,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100233,Commission Account,0.00,SSP,2019-06-30 03:00:00
100233,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100233,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100254,Commission Account,0.00,SSP,2019-06-30 03:00:00
100254,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100254,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100259,Commission Account,0.00,SSP,2019-06-30 03:00:00
100259,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100259,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100200,Commission Account,0.00,SSP,2019-06-30 03:00:00
100200,Organization eMoney Account (Float Account),200000.00,SSP,2019-06-30 03:00:00
100200,Organization eMoney Account (working Account),398250.00,SSP,2019-06-30 03:00:00
100215,Commission Account,0.00,SSP,2019-06-30 03:00:00
100215,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100215,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100210,Commission Account,0.00,SSP,2019-06-30 03:00:00
100210,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100210,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100223,Commission Account,0.00,SSP,2019-06-30 03:00:00
100223,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100223,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100251,Commission Account,0.00,SSP,2019-06-30 03:00:00
100251,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100251,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100228,Commission Account,0.00,SSP,2019-06-30 03:00:00
100228,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100228,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100235,Commission Account,0.00,SSP,2019-06-30 03:00:00
100235,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100235,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100258,Commission Account,0.00,SSP,2019-06-30 03:00:00
100258,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100258,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100261,Commission Account,0.00,SSP,2019-06-30 03:00:00
100261,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100261,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
100300,Commission Account,0.00,SSP,2019-06-30 03:00:00
100300,Organization eMoney Account (Float Account),0.00,SSP,2019-06-30 03:00:00
100300,Organization eMoney Account (working Account),0.00,SSP,2019-06-30 03:00:00
Short Code, Account Type, Available Balance, Currency, Date
100201,Commission Account,0.00,SSP,2019-07-01 03:00:01
100201,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100201,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100216,Commission Account,0.00,SSP,2019-07-01 03:00:01
100216,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100216,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100208,Commission Account,0.00,SSP,2019-07-01 03:00:01
100208,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100208,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100225,Commission Account,0.00,SSP,2019-07-01 03:00:01
100225,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100225,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100230,Commission Account,0.00,SSP,2019-07-01 03:00:01
100230,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100230,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100242,Commission Account,0.00,SSP,2019-07-01 03:00:01
100242,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100242,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100236,Commission Account,0.00,SSP,2019-07-01 03:00:01
100236,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100236,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100238,Commission Account,0.00,SSP,2019-07-01 03:00:01
100238,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100238,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100246,Commission Account,0.00,SSP,2019-07-01 03:00:01
100246,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100246,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100248,Commission Account,0.00,SSP,2019-07-01 03:00:01
100248,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100248,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100262,Commission Account,0.00,SSP,2019-07-01 03:00:01
100262,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100262,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100202,Commission Account,147.00,SSP,2019-07-01 03:00:01
100202,Organization eMoney Account (Float Account),87710.00,SSP,2019-07-01 03:00:01
100202,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100213,Commission Account,0.00,SSP,2019-07-01 03:00:01
100213,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100213,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100224,Commission Account,0.00,SSP,2019-07-01 03:00:01
100224,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100224,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100247,Commission Account,0.00,SSP,2019-07-01 03:00:01
100247,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100247,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100256,Commission Account,0.00,SSP,2019-07-01 03:00:01
100256,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100256,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100204,Commission Account,0.00,SSP,2019-07-01 03:00:01
100204,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100204,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100263,Commission Account,0.00,SSP,2019-07-01 03:00:01
100263,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100263,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100243,Commission Account,0.00,SSP,2019-07-01 03:00:01
100243,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100243,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100237,Commission Account,0.00,SSP,2019-07-01 03:00:01
100237,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100237,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100232,Commission Account,0.00,SSP,2019-07-01 03:00:01
100232,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100232,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100250,Commission Account,0.00,SSP,2019-07-01 03:00:01
100250,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100250,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
100221,Commission Account,0.00,SSP,2019-07-01 03:00:01
100221,Organization eMoney Account (Float Account),0.00,SSP,2019-07-01 03:00:01
100221,Organization eMoney Account (working Account),0.00,SSP,2019-07-01 03:00:01
